,book_name,author_name,book_genre,year_published,edition_language,avg_rating,no_of_raters,score,no_of_ppl_voted,book_url
1345,"Career of Evil (Cormoran Strike, #3)",Robert Galbraith,Mystery,2018,English,4.21,"145,044",282,4,https://www.goodreads.com/book/show/40611999-career-of-evil
1346,"Lilac Girls (Lilac Girls, #1)",Martha Hall Kelly,Historical,2016,English,4.29,"165,622",282,3,https://www.goodreads.com/book/show/25893693-lilac-girls
1347,What Alice Forgot,Liane Moriarty,Fiction,2010,English,4.08,"314,560",281,3,https://www.goodreads.com/book/show/6469165-what-alice-forgot
1348,Rise to Rebellion,Jeff Shaara,Historical,2004,English,4.18,"7,458",280,3,https://www.goodreads.com/book/show/29920.Rise_to_Rebellion
1349,"Angelfall (Penryn & the End of Days, #1)",Susan Ee,Fantasy,2013,English,4.16,"151,636",280,3,https://www.goodreads.com/book/show/11500217-angelfall
1350,"Written in My Own Heart's Blood (Outlander, #8)",Diana Gabaldon,Historical,2014,English,4.53,"84,560",280,4,https://www.goodreads.com/book/show/11710373-written-in-my-own-heart-s-blood
1351,"La Belle Sauvage (The Book of Dust, #1)",Philip Pullman,Fantasy,2017,English,4.17,"57,156",280,3,https://www.goodreads.com/book/show/34128219-la-belle-sauvage
1352,"Matter (Culture, #8)",Iain M. Banks,Science Fiction,2008,English,4.07,"21,181",279,4,https://www.goodreads.com/book/show/886066.Matter
1353,"The Dream Thieves (The Raven Cycle, #2)",Maggie Stiefvater,Fantasy,2013,English,4.26,"125,302",279,4,https://www.goodreads.com/book/show/17347389-the-dream-thieves
1354,"Lost in a Good Book (Thursday Next, #2)",Jasper Fforde,Fantasy,2002,English,4.14,"47,212",279,6,https://www.goodreads.com/book/show/838150.Lost_in_a_Good_Book
1355,Private Peaceful,Michael Morpurgo,Historical,2004,English,4.17,"18,541",279,3,https://www.goodreads.com/book/show/1048645.Private_Peaceful
1356,Saving Brooksie,Scott McElhaney,Fiction,2011,English,3.97,86,279,3,https://www.goodreads.com/book/show/13255656-saving-brooksie
1357,"Spin (Spin, #1)",Robert Charles Wilson,Science Fiction,2006,English,4.02,"32,974",278,3,https://www.goodreads.com/book/show/910863.Spin
1358,The Damned Utd,David Peace,Fiction,2007,English,4.12,"6,331",278,3,https://www.goodreads.com/book/show/984021.The_Damned_Utd
1359,Elizabeth Costello,J.M. Coetzee,Fiction,2004,English,3.43,"7,282",277,5,https://www.goodreads.com/book/show/6206.Elizabeth_Costello
1360,Jasper Jones,Craig Silvey,Young Adult,2010,English,4.08,"23,611",276,3,https://www.goodreads.com/book/show/8407173-jasper-jones
1361,Eating Stone: Imagination and the Loss of the Wild,Ellen Meloy,Environment,2005,English,4.10,486,276,3,https://www.goodreads.com/book/show/1048286.Eating_Stone
1362,"A God in Ruins (Todd Family, #2)",Kate Atkinson,Fiction,2015,English,3.94,"44,439",276,3,https://www.goodreads.com/book/show/3722183-a-god-in-ruins
1363,Rhett Butler's People,Donald McCaig,Historical,2007,English,3.77,"17,722",275,3,https://www.goodreads.com/book/show/2104746.Rhett_Butler_s_People
1364,The Bastard of Istanbul,Elif Shafak,Fiction,2007,English,3.82,"31,070",275,3,https://www.goodreads.com/book/show/98920.The_Bastard_of_Istanbul
1365,"Shadow Puppets (The Shadow Series, #3)",Orson Scott Card,Science Fiction,2003,English,3.89,"51,532",275,4,https://www.goodreads.com/book/show/234724.Shadow_Puppets
1366,"Undead and Unappreciated (Undead, #3)",MaryJanice Davidson,Paranormal,2005,English,3.88,"21,417",274,4,https://www.goodreads.com/book/show/583924.Undead_and_Unappreciated
1367,"Something Rotten (Thursday Next, #4)",Jasper Fforde,Fantasy,2005,English,4.16,"30,883",274,5,https://www.goodreads.com/book/show/26999.Something_Rotten
1368,"The Magician King (The Magicians, #2)",Lev Grossman,Fantasy,2011,English,3.92,"80,320",273,3,https://www.goodreads.com/book/show/10079321-the-magician-king
1369,"Medicus (Gaius Petreius Ruso, #1)",Ruth Downie,Historical,2007,English,3.73,"7,223",273,4,https://www.goodreads.com/book/show/4278.Medicus
1370,"Doomed Queen Anne (Young Royals, #3)",Carolyn Meyer,Historical,2004,English,3.87,"3,837",272,4,https://www.goodreads.com/book/show/36334.Doomed_Queen_Anne
1371,Mommy's Choice,Scott  Curtis,Mystery,2007,English,4.17,116,272,3,https://www.goodreads.com/book/show/13233512-mommy-s-choice
1372,Angler,Barton Gellman,Politics,2008,English,4.02,"1,387",271,3,https://www.goodreads.com/book/show/2889247-angler
1373,Divisadero,Michael Ondaatje,Fiction,2007,English,3.50,"10,263",270,4,https://www.goodreads.com/book/show/80063.Divisadero
1374,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Michael Azerrad,Music,2002,English,4.18,"12,686",270,3,https://www.goodreads.com/book/show/29393.Our_Band_Could_Be_Your_Life
1375,Pack Your Bags and Get Out!,David Clarke,Travel,2010,English,4.31,62,270,3,https://www.goodreads.com/book/show/10973610-pack-your-bags-and-get-out
1376,"Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,Nonfiction,2017,English,4.54,"41,563",270,3,https://www.goodreads.com/book/show/33585392-dear-ijeawele-or-a-feminist-manifesto-in-fifteen-suggestions
1377,Napalm & Silly Putty,George Carlin,Humor,2002,English,4.12,"14,423",269,4,https://www.goodreads.com/book/show/55354.Napalm_Silly_Putty
1378,Love,Toni Morrison,Fiction,2005,English,3.74,"8,619",269,4,https://www.goodreads.com/book/show/11326.Love
1379,Stitches,David Small,Sequential Art,2009,English,4.04,"22,423",268,3,https://www.goodreads.com/book/show/6407014-stitches
1380,All About Lulu,Jonathan Evison,Fiction,2008,English,3.65,"1,263",266,3,https://www.goodreads.com/book/show/2432061.All_About_Lulu
1381,An Arsonist's Guide to Writers' Homes in New England,Brock Clarke,Fiction,2007,English,2.96,"5,896",266,3,https://www.goodreads.com/book/show/733462.An_Arsonist_s_Guide_to_Writers_Homes_in_New_England
1382,Turning Angel (Penn Cage #2),Greg Iles,Mystery,2006,English,4.12,"22,317",266,4,https://www.goodreads.com/book/show/80630.Turning_Angel
1383,"The Atrocity Archives (Laundry Files, #1)",Charles Stross,Science Fiction,2006,English,3.92,"19,765",266,3,https://www.goodreads.com/book/show/101869.The_Atrocity_Archives
1384,Homegoing,Yaa Gyasi,Historical,2016,English,4.42,"130,328",266,3,https://www.goodreads.com/book/show/27071490-homegoing
1385,"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,Fantasy,2008,English,4.26,"56,153",266,3,https://www.goodreads.com/book/show/48002.Thief_of_Time
1386,Circe,Madeline Miller,Fantasy,2018,English,4.28,"195,418",266,3,https://www.goodreads.com/book/show/35959740-circe
1387,"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!",Rory Freedman,Nonfiction,2005,English,3.35,"30,370",265,3,https://www.goodreads.com/book/show/196613.Skinny_Bitch
1388,Passage,Connie Willis,Science Fiction,2002,English,3.69,"8,003",265,4,https://www.goodreads.com/book/show/24984.Passage
1389,"Specials (Uglies, #3)",Scott Westerfeld,Young Adult,2006,English,3.77,"161,648",265,5,https://www.goodreads.com/book/show/24765.Specials
1390,The Orange Girl,Jostein Gaarder,Fiction,2005,English,3.91,"20,817",265,3,https://www.goodreads.com/book/show/25403.The_Orange_Girl
1391,Always in My Heart,Catherine Anderson,Romance,2002,English,4.04,"1,582",265,3,https://www.goodreads.com/book/show/89364.Always_in_My_Heart
1392,"The Pagan Lord (The Saxon Stories, #7)",Bernard Cornwell,Historical,2013,English,4.35,"17,071",265,3,https://www.goodreads.com/book/show/17853024-the-pagan-lord
1393,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,Fantasy,2016,English,4.30,"152,401",265,3,https://www.goodreads.com/book/show/27774758-an-ember-in-the-ashes
1394,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,Science Fiction,2014,English,4.06,"108,075",265,3,https://www.goodreads.com/book/show/20518872-the-three-body-problem
1395,"Waking the Witch (Women of the Otherworld, #11)",Kelley Armstrong,Fantasy,2010,English,4.16,"16,631",264,5,https://www.goodreads.com/book/show/6725785-waking-the-witch
1396,"Akata Witch (Akata Witch, #1)",Nnedi Okorafor,Fantasy,2011,English,4.06,"16,591",264,4,https://www.goodreads.com/book/show/7507944-akata-witch
1397,In All Probability,Steve  Morris,Short Stories,2009,English,3.92,48,263,3,https://www.goodreads.com/book/show/6944960-in-all-probability
1398,The Icarus Girl,Helen Oyeyemi,Fiction,2006,English,3.59,"3,740",263,3,https://www.goodreads.com/book/show/139724.The_Icarus_Girl
1399,Bleeding Edge,Thomas Pynchon,Fiction,2013,English,3.57,"10,077",263,3,https://www.goodreads.com/book/show/17208457-bleeding-edge
1400,A Spy Among Friends: Kim Philby and the Great Betrayal,Ben Macintyre,Nonfiction,2014,English,4.15,"12,477",263,4,https://www.goodreads.com/book/show/18773666-a-spy-among-friends
1401,Norwegian by Night (Sigrid Ødegård #1),Derek B. Miller,Fiction,2012,English,3.93,"11,597",263,3,https://www.goodreads.com/book/show/15775210-norwegian-by-night
1402,What the Dog Saw and Other Adventures,Malcolm Gladwell,Nonfiction,2009,English,3.85,"83,130",262,3,https://www.goodreads.com/book/show/6516450-what-the-dog-saw-and-other-adventures
1403,Ice Hunt,James Rollins,Thriller,2007,English,4.04,"15,863",261,3,https://www.goodreads.com/book/show/294044.Ice_Hunt
1404,"Bright Eyes (Kendrick/Coulter/Harrigan, #5)",Catherine Anderson,Romance,2004,English,4.16,"4,096",261,3,https://www.goodreads.com/book/show/89352.Bright_Eyes
1405,Life,Keith Richards,Music,2010,English,3.86,"76,568",261,3,https://www.goodreads.com/book/show/9439303-life
1406,Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge,Christian,2005,English,3.91,"63,447",260,3,https://www.goodreads.com/book/show/11413.Captivating
1407,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",Philippa Gregory,Historical,2006,English,3.90,"142,922",260,4,https://www.goodreads.com/book/show/16181.The_Constant_Princess
1408,Soumission,Michel Houellebecq,Fiction,2015,French,3.64,"26,818",260,3,https://www.goodreads.com/book/show/23929479-soumission
1409,The Glass Room,Simon Mawer,Fiction,2009,English,3.89,"9,581",259,3,https://www.goodreads.com/book/show/2694539-the-glass-room
1410,"Star Bright (Kendrick/Coulter/Harrigan, #9)",Catherine Anderson,Romance,2009,English,4.07,"2,844",259,3,https://www.goodreads.com/book/show/3265268-star-bright
1411,"Simon vs. the Homo Sapiens Agenda (Creekwood, #1)",Becky Albertalli,Young Adult,2015,English,4.32,"230,841",259,3,https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda
1412,"Sea Glass (Glass, #2)",Maria V. Snyder,Fantasy,2009,English,really,avg,258,3,https://www.goodreads.com/book/show/6351939-sea-glass
1413,"Fablehaven (Fablehaven, #1)",Brandon Mull,Fantasy,2006,English,4.09,"121,128",258,4,https://www.goodreads.com/book/show/44652.Fablehaven
1414,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,Romance,2008,English,4.06,"229,000",257,5,https://www.goodreads.com/book/show/4268157-perfect-chemistry
1415,"Glass (Crank, #2)",Ellen Hopkins,Young Adult,2007,English,4.29,"58,574",257,4,https://www.goodreads.com/book/show/270804.Glass
1416,"Deadly Games (The Emperor's Edge, #3)",Lindsay Buroker,Fantasy,2011,English,4.32,"5,732",257,3,https://www.goodreads.com/book/show/13044650-deadly-games
1417,Say You're One of Them,Uwem Akpan,Fiction,2009,English,3.52,"13,877",257,5,https://www.goodreads.com/book/show/2296567.Say_You_re_One_of_Them
1418,The Rest of Us Just Live Here,Patrick Ness,Young Adult,2015,English,3.72,"44,397",257,3,https://www.goodreads.com/book/show/22910900-the-rest-of-us-just-live-here
1419,"Conspiracy (The Emperor's Edge, #4)",Lindsay Buroker,Fantasy,2012,English,4.37,"5,713",256,3,https://www.goodreads.com/book/show/13603792-conspiracy
1420,"The Lady of the Sorrows (The Bitterbynde, #2)",Cecilia Dart-Thornton,Fantasy,2003,English,3.84,"2,713",256,3,https://www.goodreads.com/book/show/258721.The_Lady_of_the_Sorrows
1421,"The Last Kingdom (The Saxon Stories, #1)",Bernard Cornwell,Historical,2006,English,4.25,"64,175",256,3,https://www.goodreads.com/book/show/68527.The_Last_Kingdom
1422,The Eternity Code,Eoin Colfer,Fantasy,2006,English,4.04,"113,669",256,3,https://www.goodreads.com/book/show/227865.The_Eternity_Code
1423,The Keep,Jennifer Egan,Fiction,2006,English,3.45,"12,583",255,3,https://www.goodreads.com/book/show/86655.The_Keep
1424,The Errors of the National Academy of Sciences: A Reply to the Booklet Science and Creationism,Harun Yahya,Nonfiction,2018,English,liked,rating,255,3,https://www.goodreads.com/book/show/6362102-the-errors-of-the-national-academy-of-sciences
1425,"Black Magic Sanction (The Hollows, #8)",Kim Harrison,Fantasy,2010,English,4.38,"42,281",255,4,https://www.goodreads.com/book/show/6547188-black-magic-sanction
1426,Nefertiti,Michelle Moran,Historical,2007,English,4.07,"31,908",255,3,https://www.goodreads.com/book/show/481446.Nefertiti
1427,When You Are Engulfed in Flames,David Sedaris,Humor,2008,English,4.06,"173,808",255,4,https://www.goodreads.com/book/show/1044355.When_You_Are_Engulfed_in_Flames
1428,Agincourt,Bernard Cornwell,Historical,2008,English,4.13,"21,615",255,3,https://www.goodreads.com/book/show/3276012-agincourt
1429,Confess,Colleen Hoover,Romance,2015,English,4.23,"112,827",255,3,https://www.goodreads.com/book/show/22609310-confess
1430,All the Bright Places,Jennifer Niven,Young Adult,2015,English,4.17,"234,171",255,3,https://www.goodreads.com/book/show/18460392-all-the-bright-places
1431,Wish You Well,David Baldacci,Fiction,2007,English,3.97,"21,035",254,3,https://www.goodreads.com/book/show/87745.Wish_You_Well
1432,"Destined (House of Night, #9)",P.C. Cast,Paranormal,2011,English,4.04,"70,127",254,6,https://www.goodreads.com/book/show/7933617-destined
1433,"The Battle of Evernight (The Bitterbynde, #3)",Cecilia Dart-Thornton,Fantasy,2004,English,3.74,"2,300",253,3,https://www.goodreads.com/book/show/232138.The_Battle_of_Evernight
1434,February,Lisa Moore,Fiction,2009,English,3.70,"6,585",253,3,https://www.goodreads.com/book/show/6486765-february
1435,"In Too Deep (The 39 Clues, #6)",Jude Watson,Mystery,2009,English,4.03,"41,669",252,4,https://www.goodreads.com/book/show/6389704-in-too-deep
1436,Small Great Things,Jodi Picoult,Fiction,2016,English,4.34,"221,138",252,3,https://www.goodreads.com/book/show/41021501-small-great-things
1437,A Question of Blood,Ian Rankin,Mystery,2005,English,4.06,"9,158",251,4,https://www.goodreads.com/book/show/336236.A_Question_of_Blood
1438,The Brooklyn Follies,Paul Auster,Fiction,2006,English,3.83,"21,597",251,3,https://www.goodreads.com/book/show/446.The_Brooklyn_Follies
1439,"White Hot Kiss (The Dark Elements, #1)",Jennifer L. Armentrout,Fantasy,2014,English,4.26,"39,108",251,3,https://www.goodreads.com/book/show/17455585-white-hot-kiss
1440,"The Age of Insight: The Quest to Understand the Unconscious in Art, Mind, and Brain, from Vienna 1900 to the Present",Eric R. Kandel,Art,2012,English,4.22,"1,201",251,3,https://www.goodreads.com/book/show/18814739-the-age-of-insight
1441,"Micah (Anita Blake, Vampire Hunter, #13)",Laurell K. Hamilton,Fantasy,2006,English,3.63,"41,069",250,5,https://www.goodreads.com/book/show/30228.Micah
1442,"The Twilight Saga (Twilight, #1-4)",Stephenie Meyer,Fantasy,2008,unknown,3.89,"104,737",250,4,https://www.goodreads.com/book/show/3090465-the-twilight-saga
1443,The Wednesday Wars,Gary D. Schmidt,Historical,2007,English,4.08,"34,035",250,3,https://www.goodreads.com/book/show/556136.The_Wednesday_Wars
1444,"Mistress of Rome (The Empress of Rome, #1)",Kate Quinn,Historical,2010,English,4.06,"13,107",250,3,https://www.goodreads.com/book/show/6581303-mistress-of-rome
1445,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,Nonfiction,2013,English,4.35,"190,005",250,3,https://www.goodreads.com/book/show/16158542-the-boys-in-the-boat
1446,"American Conspiracies: Lies, Lies, and More Dirty Lies that the Government Tells Us",Jesse Ventura,Nonfiction,2010,English,3.59,"1,561",248,4,https://www.goodreads.com/book/show/6482213-american-conspiracies
1447,"Genghis: Lords of the Bow (Conqueror, #2)",Conn Iggulden,Historical,2008,English,4.34,"16,984",248,3,https://www.goodreads.com/book/show/1632833.Genghis
1448,"Frostbitten (Women of the Otherworld, #10)",Kelley Armstrong,Fantasy,2009,English,4.29,"21,988",248,5,https://www.goodreads.com/book/show/4107256-frostbitten
1449,"Saphirblau (Edelstein-Trilogie, #2)",Kerstin Gier,Fantasy,2010,German,4.18,"67,286",248,4,https://www.goodreads.com/book/show/6919272-saphirblau
1450,"Awaken (Abandon, #3)",Meg Cabot,Young Adult,2013,English,3.93,"12,506",248,3,https://www.goodreads.com/book/show/13061500-awaken
1451,How to Talk to a Widower,Jonathan Tropper,Fiction,2007,English,3.97,"13,636",248,3,https://www.goodreads.com/book/show/242157.How_to_Talk_to_a_Widower
1452,The Echo Maker,Richard Powers,Fiction,2006,English,3.38,"8,162",248,4,https://www.goodreads.com/book/show/19794.The_Echo_Maker
1453,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed,Nonfiction,2012,English,4.30,"55,104",247,3,https://www.goodreads.com/book/show/13152194-tiny-beautiful-things
1454,Erasure,Percival Everett,Fiction,2002,English,4.18,"3,051",246,3,https://www.goodreads.com/book/show/355862.Erasure
1455,"Kushiel's Avatar (Phèdre's Trilogy, #3)",Jacqueline Carey,Fantasy,2004,English,4.36,"32,424",246,3,https://www.goodreads.com/book/show/40223.Kushiel_s_Avatar
1456,"Death Masks (The Dresden Files, #5)",Jim Butcher,Fantasy,2003,English,4.31,"106,793",246,4,https://www.goodreads.com/book/show/91479.Death_Masks
1457,"Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1)",Seth Grahame-Smith,Fiction,2010,English,3.70,"124,990",246,5,https://www.goodreads.com/book/show/7108001-abraham-lincoln
